row_index,review,clean_review,lexicon_score,positive_terms,negative_terms,positive_score,negative_score,likely_issue_type,evidence_pattern,reason
1917,Semenjak update stack di logo terus. Duit gue ada 40juta lagi disitu,semenjak update stack logo duit gue 40juta disitu,0.0,,,0.0,0.0,ambiguous,,
1922,aplikssi sangat baik,aplikssi,0.0,,,0.0,0.0,ambiguous,,
1925,buat rekening susahnya minta ampun 😠😠,rekening susahnya minta ampun,0.0,minta:2; ampun:1,susahnya:-3,3.0,-3.0,ambiguous,,
1932,Okeee,okeee,0.0,,,0.0,0.0,ambiguous,,
1933,Keren banget. Ini nih aplikasi yang cepat mudah digunakan dan tidak bikin bingung nasabahnya dalam bertransaksi.selain itu fiturnya juga banyak dan tampilannya juga baru. Keren banget pokoknya gak nyesel kalau download.,keren banget nih aplikasi cepat mudah digunakan tidak bikin bingung nasabahnya bertransaksi fiturnya tampilannya keren banget pokoknya tidak nyesel download,0.0,banget:1; cepat:3; mudah:4; bertransaksi:3; banget:1; nyesel:5,aplikasi:-4; tidak:-5; pokoknya:-3; tidak:-5,17.0,-17.0,likely_positive,mudah digunakan; keren; cepat,positive pattern in neutral score zero row
1954,Aplikasi ini sangat baik. Terima kasih.,aplikasi terima kasih,0.0,terima:2; kasih:2,aplikasi:-4,4.0,-4.0,ambiguous,,
1958,Pembuatan rekening mudahh,pembuatan rekening mudahh,0.0,,,0.0,0.0,ambiguous,,
1993,Perfect,perfect,0.0,,,0.0,0.0,ambiguous,,
2004,Aplikasi nya manteb dan mudah digunakan,aplikasi nya manteb mudah digunakan,0.0,mudah:4,aplikasi:-4,4.0,-4.0,likely_positive,mudah digunakan,positive pattern in neutral score zero row
2026,bank terdomgo yg pernah saya download,bank terdomgo download,0.0,,,0.0,0.0,ambiguous,,
2027,Update terus,update,0.0,,,0.0,0.0,ambiguous,,
2032,Apk jakOne mobile sangat mudah digunakan rekomendasi!,aplikasi jakone mobile mudah digunakan rekomendasi,0.0,mudah:4,aplikasi:-4,4.0,-4.0,likely_positive,mudah digunakan,positive pattern in neutral score zero row
2041,ntaps,ntaps,0.0,,,0.0,0.0,ambiguous,,
2046,"Kok ga bs dipakai,padahal paket data tersedia",kok tidak bs dipakai padahal paket data tersedia,0.0,paket:4; tersedia:4,tidak:-5; data:-3,8.0,-8.0,ambiguous,,
2079,terus tingkatkan,tingkatkan,0.0,,,0.0,0.0,ambiguous,,
2097,aplikasi JakOne Mobile sangat membantu,aplikasi jakone mobile membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
2102,Utk Pembayaran Pendidikan yg PKP belum ada yaaa Mba/Mas Admin,pembayaran pendidikan pkp belum yaaa mba mas admin,0.0,,,0.0,0.0,ambiguous,,
2112,"setiap dibuka malem hari loading terus padahal koneksi bagus, bisanya cuma pas pagi doang. apk pemerintah kenapa jelek"" bgt yaaa",setiap dibuka malem hari loading padahal koneksi bagus bisanya pas pagi doang aplikasi pemerintah kenapa jelek banget yaaa,0.0,koneksi:2; bagus:2; pas:3; pagi:1; doang:1; banget:1,malem:-1; aplikasi:-4; jelek:-5,10.0,-10.0,ambiguous,bagus; jelek,
2121,Okok,okok,0.0,,,0.0,0.0,ambiguous,,
2126,Update terusssss,update terusssss,0.0,,,0.0,0.0,ambiguous,,
2147,Versi terbaru malah makin lemot parah,versi terbaru lambat parah,0.0,terbaru:4; lambat:1,parah:-5,5.0,-5.0,likely_negative,lemot; lambat; parah,negative pattern in neutral score zero row
2151,Habeun weh boss update jiga nu alus wae,habeun weh boss update jiga nu alus wae,0.0,,,0.0,0.0,ambiguous,,
2158,"Keren ,semoga terus berinovasi",keren semoga berinovasi,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
2177,"Nabung di aplikasi jackone aman banget, bisa qris juga jadi gampang kalo lupa bawa uang lebih. Belum ada maintance selama aku pake ini, aplikasi Mbanking favorit",nabung aplikasi jackone aman banget bisa qris gampang lupa bawa uang lebih belum maintance selama pakai aplikasi mbanking favorit,0.0,banget:1; gampang:4; lupa:1; bawa:1; lebih:1,aplikasi:-4; aplikasi:-4,8.0,-8.0,ambiguous,,
2184,Aplikasinya sangat mudah digunakan,aplikasi mudah digunakan,0.0,mudah:4,aplikasi:-4,4.0,-4.0,likely_positive,mudah digunakan; aplikasi mudah,positive pattern in neutral score zero row
2193,Mantab,mantab,0.0,,,0.0,0.0,ambiguous,,
2208,Mantaappp,mantaappp,0.0,,,0.0,0.0,ambiguous,,
2225,mau login akun aja susah minta ampun,login akun susah minta ampun,0.0,minta:2; ampun:1,susah:-3,3.0,-3.0,ambiguous,,
2238,Bagaimana cara masukan npwp?,masukan npwp,0.0,,,0.0,0.0,ambiguous,,
2256,Mantab,mantab,0.0,,,0.0,0.0,ambiguous,,
2258,ini kenapa di aplikasi jakone mobile tidak ada opsi untuk tarik tunai tanpa kartu ya?,kenapa aplikasi jakone mobile tidak opsi tarik tunai kartu ya,0.0,tarik:2; tunai:3; ya:4,aplikasi:-4; tidak:-5,9.0,-9.0,ambiguous,,
2259,9o,9o,0.0,,,0.0,0.0,ambiguous,,
2286,teman saya bernama Dany yudha sangat merekomendasikan app mobile ini,teman bernama dany yudha merekomendasikan aplikasi mobile,0.0,bernama:4,aplikasi:-4,4.0,-4.0,ambiguous,,
2292,"Kenapa sih sering update,... masa 1bln 1x update",kenapa sih update masa 1bln 1x update,0.0,,,0.0,0.0,ambiguous,,
2300,Aplikasinya sangat membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
2311,Mantaaabbb,mantaaabbb,0.0,,,0.0,0.0,ambiguous,,
2324,Keren...😍😍😍,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
2339,Kayword Ada banyak benefit gratis untuk aplikasi ini. Mendapatkan reward rp6000rb saat Mendaftar.,kayword benefit gratis aplikasi mendapatkan reward rp6000rb mendaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
2368,masih banyak kekurangannya,kekurangannya,0.0,,,0.0,0.0,ambiguous,,
2369,Belum bisa di alihkan ke hp baru,belum bisa alihkan hp,0.0,,,0.0,0.0,ambiguous,,
2372,Keren bett!!,keren bett,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
2377,"Ini ko sekarang pas buka apk nya ada tulisan ""aplikasi ini terdeteksi tdi resmi"" .. sblm nya padahal baik² aja",ko pas buka aplikasi nya tulisan aplikasi terdeteksi tdi resmi sblm nya padahal,0.0,pas:3; buka:3; resmi:2,aplikasi:-4; aplikasi:-4,8.0,-8.0,ambiguous,,
2393,"Aplikasi nya parah selalu aja loading, mau transaksi aja nunggu lama banget dan itu juga klo kebuka. Tolong di perbaiki kembali",aplikasi nya parah loading transaksi nunggu banget klo kebuka tolong perbaiki,0.0,transaksi:4; nunggu:1; banget:1; tolong:3,aplikasi:-4; parah:-5,9.0,-9.0,likely_negative,parah,negative pattern in neutral score zero row
2401,Hebat !!!,hebat,0.0,,,0.0,0.0,ambiguous,,
2433,payah tidak bisa top up gopay dan transfer antar bank,payah tidak bisa top up gopay transfer antar bank,0.0,top:5,tidak:-5,5.0,-5.0,likely_negative,payah,negative pattern in neutral score zero row
2439,"Tolonglah masa minta kode otp aja lama banget,. Harus di perbaiki lagi, untuk bisa bersaing dengan yang lain,.",tolonglah masa minta kode otp banget perbaiki bisa bersaing,0.0,minta:2; banget:1,kode:-3,3.0,-3.0,ambiguous,,
2466,Kenapa fitur BI fast untuk BCA dihilangkan setelah update?,kenapa fitur bi fast bca dihilangkan setelah update,0.0,,,0.0,0.0,ambiguous,,
2472,Loading trus,loading,0.0,,,0.0,0.0,ambiguous,,
2477,aplikasi nya sangat membantu dalam melakukan pembayaran apapun,aplikasi nya membantu melakukan pembayaran apapun,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
2478,Saya bingung ini semua data udh okeh tapi suruh verifikasih wajah sedangkan gagal mulu udh di coba dan sesuai dengan yg disuruh tetep juga ini cara nya gimana ya tolonv dong,bingung data okeh suruh verifikasih wajah sedangkan gagal mulu coba sesuai disuruh tetep nya gimana ya tolonv,0.0,mulu:2; coba:2; sesuai:3; ya:4,data:-3; suruh:-2; gagal:-4; disuruh:-2,11.0,-11.0,ambiguous,,
2509,"BANK PALING GA JELAS YA CUMA INI, TRANSAKSI KEDEBIT TAPI TIDAK MASUK DAN UDAH LEBIH DARI 5 KALI DALAM BEBERAPA BULAN.",bank tidak jelas ya transaksi kedebit tidak masuk udah lebih 5 beberapa bulan,0.0,ya:4; transaksi:4; masuk:3; lebih:1,tidak:-5; jelas:-1; tidak:-5; bulan:-1,12.0,-12.0,ambiguous,,
2526,Matap,matap,0.0,,,0.0,0.0,ambiguous,,
2531,Mantabs...,mantabs,0.0,,,0.0,0.0,ambiguous,,
2585,Kariyawan hanya bilang jonggol,kariyawan bilang jonggol,0.0,,,0.0,0.0,ambiguous,,
2591,"Aplikasi mudah di gunakan, Tampilan baru keren bagus pokoknya iyahh",aplikasi mudah gunakan tampilan keren bagus pokoknya iyahh,0.0,mudah:4; tampilan:1; bagus:2,aplikasi:-4; pokoknya:-3,7.0,-7.0,likely_positive,aplikasi mudah; bagus; keren,positive pattern in neutral score zero row
2592,Semakin bagusss pertnkn terusss,bagusss pertnkn terusss,0.0,,,0.0,0.0,likely_positive,bagus,positive pattern in neutral score zero row
2606,"sampai sekarang masih belum bisa trasfer antar bank, server masih offline...hadeeh",belum bisa trasfer antar bank server offline hadeeh,0.0,,,0.0,0.0,ambiguous,,
2624,keren apl nya,keren apl nya,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
2635,Bank DKI Luar Biasa👍👍👍,bank dki,0.0,,,0.0,0.0,ambiguous,,
2637,beli pulsa 200 rb. Saldo udh kepotong tp pulsanya gak masuk. payah bgt ban dki,beli pulsa 200 rb saldo kepotong pulsanya tidak masuk payah banget ban dki,0.0,beli:2; saldo:2; masuk:3; banget:1,pulsa:-3; tidak:-5,8.0,-8.0,likely_negative,payah,negative pattern in neutral score zero row
2669,"ada banyak banefit gratis untuk aplikasi saat ini,mendaptkan reward Rp600rb sat mendaftar.",banefit gratis aplikasi mendaptkan reward rp600rb sat mendaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
2674,"JakOne salah satu aplikasi yg recommended, Aplikasi yang mudah digunakan dan dilengkapi dengan berbagai fitur yang memudahkan pengguna dalam melakukan transaksi.",jakone salah aplikasi recommended aplikasi mudah digunakan dilengkapi fitur memudahkan pengguna melakukan transaksi,0.0,mudah:4; memudahkan:3; pengguna:1; transaksi:4,salah:-4; aplikasi:-4; aplikasi:-4,12.0,-12.0,likely_positive,mudah digunakan; aplikasi mudah; recommended; memudahkan,positive pattern in neutral score zero row
2711,Sering trouble mbankingnya...mau transfer ke dki dari bank lain selalu susah masuknya..harus mengulang terus ..tolong sistemnya d perbaiki,trouble mbankingnya transfer dki bank susah masuknya mengulang tolong sistemnya d perbaiki,0.0,tolong:3,susah:-3,3.0,-3.0,likely_negative,susah masuk,negative pattern in neutral score zero row
2714,Pin diblokir gajls,pin diblokir gajls,0.0,,,0.0,0.0,ambiguous,,
2736,"Semua kebutuhan mobile banking bisa dilakukan dalam satu aplikasi, JakOne jawabannya",kebutuhan mobile banking bisa dilakukan aplikasi jakone jawabannya,0.0,kebutuhan:4,aplikasi:-4,4.0,-4.0,ambiguous,,
2737,"Gajelas hampir tiap awal bulan suka gabisa di buka,..",gajelas bulan suka tidak bisa buka,0.0,suka:3; buka:3,bulan:-1; tidak:-5,6.0,-6.0,ambiguous,,
2765,Mau login susahh!!,login susahh,0.0,,,0.0,0.0,ambiguous,,
2773,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
2795,mantApppp,mantapppp,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
2801,Mantaappppppppppppppp deh fast verivikasi nya,mantaappppppppppppppp deh fast verivikasi nya,0.0,,,0.0,0.0,ambiguous,,
2811,Aplikasinya banyak fitur yang bisa digunakan seperti mobile banking dan Qris. Mudah juga dalam penggunaanya.,aplikasi fitur bisa digunakan mobile banking qris mudah penggunaanya,0.0,mudah:4,aplikasi:-4,4.0,-4.0,ambiguous,,
2814,Bank DKI semoga semakin baik,bank dki semoga,0.0,,,0.0,0.0,ambiguous,,
2815,"New jakone mobile,, mantabs",new jakone mobile mantabs,0.0,,,0.0,0.0,ambiguous,,
2822,Lemot buka aplikasinya,lambat buka aplikasi,0.0,lambat:1; buka:3,aplikasi:-4,4.0,-4.0,likely_negative,lemot; lambat,negative pattern in neutral score zero row
2823,Tapi kenapa sering ofline,kenapa ofline,0.0,,,0.0,0.0,ambiguous,,
2826,gbisa aktifasi otp,gbisa aktifasi otp,0.0,,,0.0,0.0,ambiguous,,
2834,Mantul,mantul,0.0,,,0.0,0.0,ambiguous,,
2851,update mlu,update mlu,0.0,,,0.0,0.0,ambiguous,,
2855,"aplikasinya bagus banget lengkap jugaa , mudah lagi untuk di pakai ga bikin bingung gimana cara pakai nya recommended deh",aplikasi bagus banget lengkap jugaa mudah pakai tidak bikin bingung gimana pakai nya recommended deh,0.0,bagus:2; banget:1; lengkap:2; mudah:4,aplikasi:-4; tidak:-5,9.0,-9.0,likely_positive,bagus; recommended,positive pattern in neutral score zero row
2866,"tranksaksi apapun selalu ku percayakan kepada jakone,semua tersedia di apk inj",tranksaksi apapun ku percayakan jakone tersedia aplikasi inj,0.0,tersedia:4,aplikasi:-4,4.0,-4.0,ambiguous,,
2879,Zonk,zonk,0.0,,,0.0,0.0,ambiguous,,
2894,"Alasan perbaikan system, system yg buat manusia, dari dulu klo ada error alasan system terus. giliran nawarin KMG offline/online gencar banget tiap hari ada aja yg WA nawarin KMG, giliran ada error, dah 2 pekan ini loh...",alasan perbaikan system system manusia klo error alasan system giliran nawarin kmg offline online gencar banget hari wa nawarin kmg giliran error dah 2 pekan loh,0.0,perbaikan:3; manusia:3; giliran:3; banget:1; giliran:3,error:-5; error:-5; dah:-3,13.0,-13.0,likely_negative,error,negative pattern in neutral score zero row
2911,"Jakone mobile versi baru lumayan lama loading dan membuka per menu lama sekali, saya mau proses transfer sudah 2 jam belum berhasil, sudah restart 4 kali, harus berada di sinyal yang sangat kuat, sinyal biasa ga bisa",jakone mobile versi lumayan loading membuka menu proses transfer 2 jam belum berhasil restart 4 berada sinyal kuat sinyal tidak bisa,0.0,lumayan:1; proses:1; berada:4; kuat:2,berhasil:-3; tidak:-5,8.0,-8.0,ambiguous,,
2928,Lamaaaaaaaa,lamaaaaaaaa,0.0,,,0.0,0.0,ambiguous,,
2980,Aplikasi sangat membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
2983,"Jaringan hp saya bagus kenapa susah sekali untuk dibuka aplikasi ini, coba diperbaiki sistemnya",jaringan hp bagus kenapa susah dibuka aplikasi coba diperbaiki sistemnya,0.0,jaringan:3; bagus:2; coba:2,susah:-3; aplikasi:-4,7.0,-7.0,likely_positive,bagus,positive pattern in neutral score zero row
2993,gajelas,gajelas,0.0,,,0.0,0.0,ambiguous,,
3013,menabung tanpa kesulitan ???????? tinggal klik saja,menabung kesulitan tinggal klik,0.0,menabung:4; tinggal:1,kesulitan:-5,5.0,-5.0,ambiguous,,
3041,Okee,okee,0.0,,,0.0,0.0,ambiguous,,
3044,"Lebih efisien dan fleksibel kalau punya apk ini, tapi ini apk jakone lama yaa untuk log in dan loading aplikasinyaa 😴",lebih efisien fleksibel punya aplikasi aplikasi jakone yaa log in loading aplikasinyaa,0.0,lebih:1; efisien:4; punya:3,aplikasi:-4; aplikasi:-4,8.0,-8.0,ambiguous,,
3047,"Aplikasinya bisa digunakan dengan baik, semoga bisa lebih baik daripada ini. Sukses selalu.",aplikasi bisa digunakan semoga bisa lebih sukses,0.0,lebih:1; sukses:3,aplikasi:-4,4.0,-4.0,ambiguous,,
3053,otp nya 2000000 years later,otp nya 2000000 years later,0.0,,,0.0,0.0,ambiguous,,
3057,mantul,mantul,0.0,,,0.0,0.0,ambiguous,,
3065,wow,wow,0.0,,,0.0,0.0,ambiguous,,
3087,"Aplikasi nya mudah di gunakan, cepet juga kalo mau buka rekening baru. Dan gak lemotttt...",aplikasi nya mudah gunakan cepet buka rekening tidak lemotttt,0.0,mudah:4; cepet:2; buka:3,aplikasi:-4; tidak:-5,9.0,-9.0,likely_negative,lemot,negative pattern in neutral score zero row
3088,tampilannya bagus dan mudah untuk digunakan juga. keren dah pokoknya!!,tampilannya bagus mudah digunakan keren dah pokoknya,0.0,bagus:2; mudah:4,dah:-3; pokoknya:-3,6.0,-6.0,likely_positive,mudah digunakan; bagus; keren,positive pattern in neutral score zero row
3102,"Aplikasi nya bagus sekali,fitur lengkap",aplikasi nya bagus fitur lengkap,0.0,bagus:2; lengkap:2,aplikasi:-4,4.0,-4.0,likely_positive,bagus,positive pattern in neutral score zero row
3128,"Ada banyak benefit gratis untuk aplikasi ini, memdapatkan reward rp600rb saat memdaftar",benefit gratis aplikasi memdapatkan reward rp600rb memdaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
3137,Muantapp,muantapp,0.0,,,0.0,0.0,ambiguous,,
3138,kerenn,kerenn,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
3163,Bgusss,bgusss,0.0,,,0.0,0.0,ambiguous,,
3167,Mantaps,mantaps,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
3202,wow,wow,0.0,,,0.0,0.0,ambiguous,,
3215,Awesome,awesome,0.0,,,0.0,0.0,ambiguous,,
3242,"Parah di keren banget aplikasinya, apalagi skrg ada fitur lengkapnya. Makin keren tampilannya dan transaksi semakin cepat keren banget",parah keren banget aplikasi apalagi skrg fitur lengkapnya keren tampilannya transaksi cepat keren banget,0.0,banget:1; transaksi:4; cepat:3; banget:1,parah:-5; aplikasi:-4,9.0,-9.0,ambiguous,keren; cepat; parah,
3261,Sangat bermanpaat,bermanpaat,0.0,,,0.0,0.0,ambiguous,,
3267,Update,update,0.0,,,0.0,0.0,ambiguous,,
3286,keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
3289,sangat rekomendasi sekali tempat penyimpanan yang aman dan sangat mudahh,rekomendasi penyimpanan aman mudahh,0.0,,,0.0,0.0,ambiguous,,
3303,Bank DKI makin keren,bank dki keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
3314,Bukan aplikasi kaleng kaleng sih ini. Super aplikasi mobile banking ever exist. JakOne!,bukan aplikasi kaleng kaleng sih super aplikasi mobile banking ever exist jakone,0.0,aplikasi:4; super:3,bukan:-3; aplikasi:-4,7.0,-7.0,ambiguous,,
3319,"Melakukan pembayaran apa aja jadi lebih gampang dan anti ribet, makin keren dengan tampilan baru",melakukan pembayaran lebih gampang anti ribet keren tampilan,0.0,lebih:1; gampang:4; tampilan:1,anti:-2; ribet:-4,6.0,-6.0,ambiguous,keren; ribet,
3334,"Parah, transaksi lambat sekali..",parah transaksi lambat,0.0,transaksi:4; lambat:1,parah:-5,5.0,-5.0,likely_negative,lambat; parah,negative pattern in neutral score zero row
3345,Apk sangat membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
3381,mantapp,mantapp,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
3388,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
3431,"dibuka ngk bisa, unsintal kmr instal lagi ngk bisa 😭",dibuka ngk bisa unsintal kmr instal ngk bisa,0.0,,,0.0,0.0,ambiguous,,
3460,Service time out,service time out,0.0,,,0.0,0.0,ambiguous,,
3469,"Semakin Terdepan, JakOne Mobile Bank DKI 👍👍👍",terdepan jakone mobile bank dki,0.0,,,0.0,0.0,ambiguous,,
3486,Excellent,excellent,0.0,,,0.0,0.0,ambiguous,,
3487,lamaaa,lamaaa,0.0,,,0.0,0.0,ambiguous,,
3489,mbanking terburuk sepanjang masa,mbanking terburuk sepanjang masa,0.0,,,0.0,0.0,likely_negative,buruk,negative pattern in neutral score zero row
3494,Untuk saat ini mantaplah☺,mantaplah,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
3511,Sekarang ga bisa top up/ transfer diatas 1jt,tidak bisa top up transfer diatas 1jt,0.0,top:5,tidak:-5,5.0,-5.0,ambiguous,,
3519,User sering terkunci 0003,user terkunci 0003,0.0,,,0.0,0.0,ambiguous,,
3542,aplikasi nya sangat membantu saya,aplikasi nya membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
3545,Susah loginya paswd sm ID dah bener gara2 ganti hp kejual,susah login paswd id dah bener gara2 ganti hp kejual,0.0,bener:3; ganti:3,susah:-3; dah:-3,6.0,-6.0,ambiguous,,
3550,"ternyata registrasi jakone mobile mudah & cepet, ga pake ribet jdi satset, cocok buat yang males buang"" waktu dan pengen yang simpel",ternyata registrasi jakone mobile mudah cepet tidak pakai ribet jdi satset cocok males buang pengen simpel,0.0,mudah:4; cepet:2; cocok:4; pengen:3; simpel:3,tidak:-5; ribet:-4; males:-4; buang:-3,16.0,-16.0,ambiguous,simpel; ribet,
